갱신청구권사용여부,단지명,법정동,보증금액,건축년도,월세금,전용면적,지번,지역코드,층,해제여부,해제사유발생일,년,월,일
X,강남_9차_아파트,역삼동,"109,873",2015,0,67.64,804,11680,43,,,2024,3,22
X,강남_1차_아파트,역삼동,"35,869",1994,0,113.49,726,11680,1,,,2024,1,23
X,강남_4차_아파트,청담동,"117,734",1988,0,52.89,196,11680,10,,,2024,2,26
,강남_2차_아파트,대치동,"48,708",1984,0,96.76,333,11680,23,,,2024,2,10
O,강남_1차_아파트,삼성동,"61,141",1988,0,135.62,279,11680,19,,,2024,2,23
O,강남_2차_아파트,압구정동,"106,801",1982,0,129.27,665,11680,6,,,2024,2,17
,래미안,삼성동,"1,294",1985,138,72.46,955,11680,3,,,2024,1,24
,래미안,청담동,"3,089",1985,155,56.91,888,11680,43,,,2024,1,16
X,강남_2차_아파트,압구정동,"1,044",1980,95,60.35,216,11680,44,,,2024,1,28
X,타워팰리스,청담동,"4,072",1981,197,114.68,559,11680,1,,,2024,3,5
O,강남_5차_아파트,청담동,"97,876",2018,0,113.54,939,11680,30,,,2024,3,4
,강남_9차_아파트,압구정동,"1,058",2002,126,112.3,388,11680,31,,,2024,2,25
,아이파크,압구정동,"1,901",2022,166,71.89,133,11680,3,O,20240112,2024,1,12
O,아이파크,압구정동,"106,464",2008,0,73.54,167,11680,29,,,2024,2,19
X,래미안,압구정동,"65,442",1996,0,59.35,252,11680,28,,,2024,1,23
,강남_7차_아파트,삼성동,"76,135",1980,0,116.19,989,11680,27,,,2024,2,13
,아이파크,청담동,"48,889",1996,0,138.83,177,11680,29,,,2024,3,20
X,강남_5차_아파트,대치동,"82,208",2024,0,131.55,666,11680,5,,,2024,2,25
O,강남_9차_아파트,압구정동,"137,174",2007,0,101.3,896,11680,8,,,2024,3,1
O,강남_4차_아파트,압구정동,"119,108",1998,0,69.03,519,11680,29,,,2024,2,10
X,강남_4차_아파트,삼성동,"43,609",1985,0,132.34,983,11680,37,,,2024,1,7
X,래미안,청담동,"2,580",2013,280,58.54,104,11680,11,,,2024,1,13
,강남_5차_아파트,청담동,"4,222",2008,217,56.72,161,11680,32,,,2024,3,1
,강남_9차_아파트,삼성동,"86,503",2016,0,146.78,306,11680,25,,,2024,3,7
,타워팰리스,삼성동,"115,029",2008,0,127.54,781,11680,8,,,2024,3,18
X,강남_6차_아파트,대치동,"47,112",1997,0,70.47,837,11680,5,,,2024,2,3
,강남_4차_아파트,청담동,"2,088",2018,144,121.16,643,11680,32,,,2024,3,17
,강남_1차_아파트,압구정동,"3,835",2003,184,132.72,755,11680,18,O,20240125,2024,1,25
X,강남_8차_아파트,대치동,"126,538",2002,0,92.75,494,11680,8,,,2024,2,15
,강남_8차_아파트,청담동,"63,735",1984,0,80.8,830,11680,30,,,2024,2,10
,강남_5차_아파트,대치동,"1,417",2019,84,124.27,735,11680,33,,,2024,2,19
O,강남_5차_아파트,대치동,"63,180",2003,0,62.47,407,11680,40,,,2024,3,20
X,강남_4차_아파트,삼성동,"1,926",2019,239,109.82,366,11680,4,,,2024,1,10
X,강남_4차_아파트,대치동,"148,954",2017,0,147.57,821,11680,19,,,2024,2,25
O,강남_5차_아파트,청담동,"1,513",2012,159,122.1,247,11680,30,O,20240126,2024,1,26
O,강남_9차_아파트,청담동,"81,980",2022,0,54.38,749,11680,30,,,2024,3,2
,강남_9차_아파트,청담동,"75,919",2013,0,112.37,588,11680,21,,,2024,3,28
O,타워팰리스,압구정동,"34,277",2005,0,69.38,801,11680,3,,,2024,2,1
O,강남_4차_아파트,역삼동,"83,874",2015,0,146.88,240,11680,43,,,2024,2,17
O,래미안,청담동,"2,304",1994,126,110.52,497,11680,12,,,2024,1,8
O,래미안,압구정동,"36,087",1997,0,112.52,932,11680,15,,,2024,1,22
X,강남_8차_아파트,역삼동,"138,099",1994,0,80.18,456,11680,2,,,2024,3,28
O,강남_9차_아파트,청담동,"66,038",1988,0,106.48,700,11680,34,O,20240108,2024,1,8
X,강남_6차_아파트,역삼동,"135,956",1994,0,142.85,602,11680,4,,,2024,1,4
O,강남_6차_아파트,대치동,"106,524",1986,0,72.76,860,11680,22,,,2024,2,18
O,강남_9차_아파트,삼성동,"147,013",1997,0,123.95,919,11680,43,,,2024,1,23
O,강남_1차_아파트,역삼동,"1,277",2012,183,60.93,364,11680,31,O,20240206,2024,2,6
O,강남_5차_아파트,역삼동,"1,568",1982,83,102.81,703,11680,36,,,2024,2,1
O,강남_5차_아파트,청담동,"65,590",2018,0,115.77,762,11680,4,,,2024,3,25
X,강남_7차_아파트,청담동,"1,619",2012,63,116.59,988,11680,31,,,2024,3,5
X,강남_7차_아파트,압구정동,"2,841",1982,234,140.44,521,11680,8,,,2024,2,11
,아이파크,대치동,"4,475",1991,58,110.28,704,11680,2,,,2024,2,1
O,강남_9차_아파트,청담동,"101,563",2019,0,83.96,542,11680,6,,,2024,3,6
O,타워팰리스,청담동,"76,622",2005,0,148.66,629,11680,23,,,2024,1,12
O,강남_5차_아파트,압구정동,"4,787",2015,267,144.13,397,11680,31,,,2024,1,14
,강남_3차_아파트,대치동,"78,650",2000,0,87.2,983,11680,29,,,2024,1,9
X,강남_2차_아파트,대치동,"43,832",2007,0,105.91,781,11680,21,,,2024,1,4
X,타워팰리스,압구정동,"59,978",1996,0,98.14,976,11680,7,,,2024,2,28
O,강남_6차_아파트,압구정동,"3,751",1997,114,85.65,231,11680,5,,,2024,2,25
O,아이파크,대치동,"70,147",1998,0,126.38,968,11680,26,,,2024,3,3
,타워팰리스,역삼동,"1,183",1989,161,80.04,148,11680,40,,,2024,3,9
,강남_3차_아파트,역삼동,"4,211",1987,272,77.39,575,11680,2,,,2024,2,7
,강남_5차_아파트,청담동,"133,493",1992,0,67.3,299,11680,44,,,2024,3,27
,강남_9차_아파트,삼성동,"46,216",2019,0,68.76,622,11680,33,,,2024,1,3
X,강남_7차_아파트,대치동,"90,118",2019,0,122.74,219,11680,7,,,2024,3,28
X,래미안,역삼동,"70,360",1982,0,121.77,442,11680,19,,,2024,3,24
O,아이파크,대치동,"125,605",2019,0,84.57,348,11680,33,,,2024,1,4
X,아이파크,압구정동,"121,032",1987,0,96.44,238,11680,25,,,2024,1,10
,강남_8차_아파트,대치동,"85,319",2008,0,104.66,172,11680,12,,,2024,3,5
O,강남_2차_아파트,역삼동,"96,749",2019,0,130.06,373,11680,24,,,2024,2,10
O,강남_6차_아파트,청담동,"71,894",2010,0,51.11,770,11680,31,,,2024,3,25
O,강남_8차_아파트,역삼동,"138,030",1981,0,148.64,471,11680,35,,,2024,2,7
O,강남_2차_아파트,압구정동,"70,879",2012,0,146.24,814,11680,30,,,2024,2,17
O,강남_1차_아파트,대치동,"96,045",2014,0,77.24,504,11680,39,,,2024,3,25
,강남_5차_아파트,대치동,"1,659",1982,172,79.08,875,11680,25,,,2024,3,7
X,강남_1차_아파트,삼성동,"1,195",1991,183,102.06,119,11680,9,,,2024,1,26
O,강남_8차_아파트,청담동,"1,403",1988,166,84.1,889,11680,23,,,2024,2,23
O,아이파크,대치동,"3,891",2006,86,65.52,206,11680,13,,,2024,3,11
O,타워팰리스,청담동,"31,144",2020,0,86.14,254,11680,30,,,2024,3,26
X,강남_7차_아파트,삼성동,"95,089",1984,0,97.22,780,11680,1,,,2024,1,16
,타워팰리스,대치동,"3,253",1999,243,74.02,192,11680,18,,,2024,3,28
,강남_2차_아파트,역삼동,"2,593",1981,241,132.24,584,11680,32,,,2024,2,21
O,강남_3차_아파트,삼성동,"92,158",2006,0,75.81,879,11680,19,,,2024,2,24
X,강남_2차_아파트,압구정동,"130,511",1987,0,97.58,720,11680,45,,,2024,2,25
O,강남_1차_아파트,대치동,"49,080",2004,0,147.89,965,11680,36,,,2024,3,5
,타워팰리스,청담동,"99,089",1980,0,127.99,218,11680,18,,,2024,2,9
,강남_4차_아파트,삼성동,"4,999",2019,58,75.32,773,11680,17,,,2024,1,24
,강남_5차_아파트,압구정동,"80,297",1980,0,64.65,371,11680,21,,,2024,1,12
X,강남_9차_아파트,청담동,"34,575",1994,0,136.93,809,11680,32,,,2024,2,19
,강남_2차_아파트,역삼동,"4,937",2023,146,142.43,328,11680,36,,,2024,3,19
O,타워팰리스,삼성동,"50,746",1984,0,106.95,976,11680,31,,,2024,2,10
O,강남_5차_아파트,대치동,"73,812",2011,0,85.77,657,11680,31,,,2024,3,26
,강남_3차_아파트,역삼동,"109,507",1985,0,106.37,344,11680,13,,,2024,3,13
,강남_2차_아파트,역삼동,"52,201",2012,0,129.72,737,11680,1,,,2024,3,18
,강남_9차_아파트,청담동,"2,976",1989,206,96.09,776,11680,17,,,2024,2,23
,강남_6차_아파트,역삼동,"1,021",1986,241,127.58,527,11680,2,,,2024,3,10
,강남_6차_아파트,삼성동,"138,027",1990,0,136.29,723,11680,37,,,2024,2,3
X,강남_6차_아파트,대치동,"1,804",2002,193,142.48,511,11680,40,,,2024,1,7
X,강남_6차_아파트,청담동,"95,503",2005,0,76.08,958,11680,22,,,2024,1,24
,타워팰리스,청담동,"63,256",1995,0,91.67,447,11680,4,,,2024,1,22
O,강남_9차_아파트,청담동,"3,983",2014,236,59.4,360,11680,40,,,2024,3,23
O,강남_5차_아파트,삼성동,"113,739",2007,0,130.39,763,11680,42,,,2024,1,4
,강남_3차_아파트,압구정동,"3,054",1986,173,105.61,309,11680,37,,,2024,3,28
O,강남_1차_아파트,청담동,"143,161",1997,0,130.3,521,11680,34,,,2024,1,23
,아이파크,대치동,"63,991",1986,0,59.51,454,11680,41,O,20240314,2024,3,14
,강남_4차_아파트,대치동,"3,181",2017,247,81.44,814,11680,40,,,2024,3,14
,타워팰리스,청담동,"1,540",1995,260,99.9,977,11680,11,,,2024,3,22
X,강남_6차_아파트,대치동,"1,046",2018,286,87.07,777,11680,8,,,2024,2,19
,래미안,삼성동,"149,407",2003,0,125.31,938,11680,45,,,2024,1,26
O,강남_5차_아파트,압구정동,"4,886",2006,76,129.72,364,11680,29,,,2024,3,22
,강남_8차_아파트,청담동,"118,492",2017,0,69.79,222,11680,6,O,20240122,2024,1,22
X,아이파크,압구정동,"141,684",2018,0,141.51,568,11680,38,,,2024,2,9
O,강남_1차_아파트,역삼동,"53,583",1986,0,135.63,716,11680,27,,,2024,2,25
O,타워팰리스,청담동,"57,225",1982,0,82.65,784,11680,29,,,2024,1,27
,강남_1차_아파트,역삼동,"4,718",2015,139,108.75,335,11680,20,,,2024,3,11
,강남_8차_아파트,삼성동,"4,266",1992,225,54.77,911,11680,25,,,2024,1,6
,강남_2차_아파트,삼성동,"1,570",2000,182,123.17,325,11680,13,,,2024,2,10
,강남_7차_아파트,청담동,"123,935",1996,0,56.16,639,11680,8,,,2024,3,17
,강남_5차_아파트,대치동,"57,499",1987,0,113.15,375,11680,42,,,2024,2,16
O,강남_4차_아파트,대치동,"45,947",1994,0,89.17,746,11680,24,,,2024,1,13
,아이파크,삼성동,"72,170",2004,0,65.92,172,11680,12,,,2024,1,21
X,강남_5차_아파트,대치동,"146,054",2002,0,99.23,115,11680,39,,,2024,2,12
X,강남_8차_아파트,역삼동,"108,063",2001,0,72.34,593,11680,35,O,20240127,2024,1,27
,강남_4차_아파트,역삼동,"58,679",2012,0,72.6,196,11680,45,,,2024,2,10
,강남_4차_아파트,대치동,"71,436",2023,0,138.86,972,11680,10,,,2024,3,3
,강남_9차_아파트,역삼동,"3,828",1986,190,122.0,271,11680,43,,,2024,3,8
O,강남_8차_아파트,삼성동,"1,985",1997,51,65.49,739,11680,43,,,2024,3,12
X,아이파크,삼성동,"147,021",2014,0,55.6,792,11680,1,,,2024,2,28
O,강남_8차_아파트,역삼동,"101,139",2015,0,131.47,175,11680,40,,,2024,1,5
O,래미안,압구정동,"1,124",2000,68,78.34,380,11680,13,,,2024,1,22
X,강남_1차_아파트,압구정동,"2,658",1986,208,126.22,904,11680,6,,,2024,2,13
X,강남_5차_아파트,역삼동,"46,543",1995,0,120.2,886,11680,25,,,2024,1,24
X,강남_1차_아파트,삼성동,"102,156",1983,0,96.5,254,11680,32,,,2024,2,15
X,강남_8차_아파트,삼성동,"128,657",2005,0,104.83,116,11680,20,,,2024,1,13
X,강남_5차_아파트,역삼동,"88,325",2023,0,91.73,190,11680,5,,,2024,1,27
X,강남_9차_아파트,청담동,"37,554",2024,0,127.53,259,11680,20,,,2024,1,3
,강남_1차_아파트,압구정동,"72,058",2023,0,119.05,340,11680,38,,,2024,3,1
O,강남_7차_아파트,압구정동,"4,421",2018,102,66.68,460,11680,19,,,2024,1,15
,강남_4차_아파트,압구정동,"2,429",2012,243,113.01,208,11680,10,,,2024,1,14
,강남_6차_아파트,청담동,"30,706",2011,0,54.76,822,11680,3,,,2024,2,15
,래미안,압구정동,"97,568",1996,0,141.91,593,11680,12,,,2024,2,16
X,아이파크,대치동,"91,098",2012,0,122.73,174,11680,26,,,2024,3,23
,강남_7차_아파트,삼성동,"120,502",2006,0,128.65,742,11680,26,,,2024,3,23
X,강남_6차_아파트,역삼동,"112,003",2013,0,85.14,414,11680,21,,,2024,1,22
,강남_9차_아파트,대치동,"136,474",1993,0,114.37,770,11680,19,,,2024,3,18
,강남_7차_아파트,삼성동,"75,107",1989,0,65.6,606,11680,29,,,2024,1,11
X,강남_2차_아파트,삼성동,"35,568",2010,0,127.31,150,11680,43,,,2024,2,3
,강남_7차_아파트,압구정동,"110,680",1994,0,64.08,683,11680,2,,,2024,2,10
,래미안,청담동,"4,016",2017,201,59.27,996,11680,33,,,2024,2,22
O,아이파크,압구정동,"4,633",1988,75,82.44,207,11680,35,,,2024,2,6
O,강남_9차_아파트,역삼동,"1,758",2010,271,128.48,813,11680,1,,,2024,2,25
,아이파크,대치동,"76,988",2009,0,56.38,176,11680,23,,,2024,1,4
,강남_4차_아파트,청담동,"45,270",1980,0,81.77,497,11680,25,,,2024,2,12
,강남_3차_아파트,청담동,"3,113",1994,185,111.72,374,11680,38,O,20240114,2024,1,14
O,강남_2차_아파트,대치동,"66,080",2002,0,84.81,415,11680,20,,,2024,3,7
,래미안,삼성동,"3,276",2005,122,129.7,144,11680,45,,,2024,1,26
X,강남_5차_아파트,압구정동,"145,509",2021,0,111.76,737,11680,25,,,2024,3,20
X,강남_7차_아파트,역삼동,"125,958",1986,0,63.58,272,11680,1,,,2024,2,14
X,강남_2차_아파트,청담동,"97,565",2023,0,131.66,941,11680,1,,,2024,3,5
,강남_4차_아파트,삼성동,"1,290",1985,288,141.77,391,11680,32,,,2024,2,16
,강남_2차_아파트,역삼동,"137,881",1987,0,91.82,844,11680,5,O,20240224,2024,2,24
,강남_1차_아파트,압구정동,"138,435",1996,0,132.27,689,11680,24,,,2024,2,17
,강남_8차_아파트,청담동,"56,322",1981,0,107.35,932,11680,9,,,2024,1,9
O,아이파크,압구정동,"81,318",1987,0,93.85,207,11680,9,,,2024,1,26
X,강남_5차_아파트,대치동,"1,904",1999,158,128.6,496,11680,23,,,2024,2,5
O,강남_4차_아파트,대치동,"3,821",2013,188,114.64,394,11680,29,,,2024,3,7
,강남_5차_아파트,압구정동,"119,282",2023,0,146.93,118,11680,22,,,2024,3,23
O,강남_8차_아파트,대치동,"89,030",2020,0,82.56,224,11680,10,,,2024,3,20
O,강남_1차_아파트,압구정동,"126,553",2017,0,128.04,221,11680,38,,,2024,3,10
X,강남_8차_아파트,대치동,"149,186",2001,0,121.87,848,11680,17,,,2024,1,13
,강남_8차_아파트,삼성동,"110,437",2006,0,59.5,357,11680,36,,,2024,2,12
X,강남_9차_아파트,청담동,"120,079",2002,0,124.02,456,11680,32,,,2024,3,15
,강남_5차_아파트,역삼동,"1,925",2011,242,113.12,357,11680,41,,,2024,3,19
O,강남_4차_아파트,삼성동,"125,179",1989,0,129.3,902,11680,35,,,2024,2,21
X,강남_3차_아파트,대치동,"89,645",1996,0,83.21,805,11680,16,,,2024,2,8
X,아이파크,삼성동,"101,235",2003,0,98.97,695,11680,38,,,2024,3,25
O,강남_1차_아파트,압구정동,"4,616",1980,195,88.8,251,11680,22,,,2024,3,10
,강남_4차_아파트,청담동,"1,726",1985,95,80.06,919,11680,11,,,2024,1,14
X,강남_5차_아파트,압구정동,"69,985",1995,0,137.51,768,11680,42,,,2024,1,5
,강남_4차_아파트,청담동,"135,589",1984,0,130.6,173,11680,24,,,2024,1,15
X,강남_8차_아파트,역삼동,"148,665",1987,0,65.54,563,11680,34,,,2024,2,2
X,강남_1차_아파트,대치동,"66,829",2005,0,139.79,863,11680,7,,,2024,1,24
X,강남_1차_아파트,청담동,"2,837",1996,250,99.26,441,11680,20,,,2024,1,7
O,강남_3차_아파트,청담동,"137,935",2000,0,132.9,974,11680,9,,,2024,3,15
,강남_4차_아파트,압구정동,"37,626",1998,0,128.33,736,11680,8,,,2024,3,25
O,래미안,압구정동,"114,265",1994,0,138.08,820,11680,9,,,2024,2,19
,아이파크,역삼동,"2,801",2018,273,85.15,711,11680,32,,,2024,2,27
O,강남_7차_아파트,대치동,"37,870",2010,0,136.18,280,11680,16,,,2024,2,6
O,아이파크,대치동,"35,539",1994,0,60.31,940,11680,34,,,2024,2,9
X,강남_7차_아파트,압구정동,"135,201",1983,0,135.27,222,11680,30,,,2024,2,13
,아이파크,청담동,"3,449",2019,188,132.4,114,11680,3,,,2024,3,4
O,강남_3차_아파트,역삼동,"85,707",1999,0,121.99,701,11680,31,,,2024,1,27
,강남_1차_아파트,역삼동,"81,113",2001,0,106.06,155,11680,17,,,2024,1,6
,강남_6차_아파트,압구정동,"44,182",1999,0,99.57,282,11680,29,,,2024,2,24
O,강남_2차_아파트,역삼동,"123,849",2012,0,114.29,720,11680,40,,,2024,2,18
,강남_7차_아파트,대치동,"52,874",2015,0,133.02,164,11680,45,,,2024,2,20
,강남_4차_아파트,삼성동,"67,839",2003,0,119.11,321,11680,14,,,2024,1,21
X,강남_1차_아파트,역삼동,"141,289",2006,0,113.92,168,11680,6,,,2024,1,24
,강남_8차_아파트,삼성동,"123,217",2007,0,57.77,232,11680,11,,,2024,3,28
,강남_6차_아파트,청담동,"62,401",2022,0,72.6,325,11680,9,O,20240202,2024,2,2
X,타워팰리스,삼성동,"104,010",2019,0,129.11,446,11680,6,,,2024,1,4
X,강남_6차_아파트,압구정동,"3,771",2002,194,60.59,181,11680,40,O,20240206,2024,2,6
,강남_9차_아파트,역삼동,"3,215",2016,181,120.72,569,11680,18,,,2024,1,10
X,래미안,역삼동,"132,894",1993,0,78.19,955,11680,44,,,2024,1,2
X,강남_7차_아파트,대치동,"77,606",1987,0,59.03,277,11680,38,,,2024,2,2
X,강남_8차_아파트,압구정동,"117,649",1983,0,86.39,227,11680,39,,,2024,1,3
,강남_7차_아파트,역삼동,"52,096",1984,0,51.25,285,11680,12,,,2024,2,14
O,래미안,압구정동,"64,477",2005,0,149.32,421,11680,24,,,2024,1,11
X,강남_1차_아파트,대치동,"45,948",1980,0,114.14,596,11680,16,,,2024,2,6
O,강남_7차_아파트,압구정동,"124,930",2002,0,119.87,172,11680,44,,,2024,1,12
X,강남_9차_아파트,압구정동,"45,467",2015,0,129.4,154,11680,42,,,2024,2,11
X,강남_8차_아파트,대치동,"1,407",2000,135,78.74,687,11680,24,,,2024,2,1
,아이파크,청담동,"3,460",1994,154,65.21,280,11680,18,,,2024,1,11
X,강남_3차_아파트,역삼동,"35,981",2024,0,122.6,472,11680,21,,,2024,1,28
,강남_1차_아파트,대치동,"2,587",2009,69,111.99,713,11680,44,,,2024,2,21
X,아이파크,삼성동,"63,590",1999,0,63.56,974,11680,11,,,2024,3,2
X,강남_8차_아파트,압구정동,"96,307",1995,0,83.43,784,11680,6,,,2024,1,4
O,강남_6차_아파트,압구정동,"69,795",1988,0,142.71,126,11680,13,,,2024,1,12
O,강남_5차_아파트,삼성동,"72,919",1993,0,122.13,378,11680,20,,,2024,2,13
,강남_3차_아파트,삼성동,"1,462",1999,79,132.88,541,11680,33,,,2024,2,5
,강남_3차_아파트,청담동,"75,993",1990,0,112.32,372,11680,11,,,2024,2,8
,강남_1차_아파트,대치동,"69,024",2003,0,117.49,207,11680,21,,,2024,1,25
O,아이파크,청담동,"2,322",2010,70,58.58,846,11680,45,,,2024,3,17
O,강남_9차_아파트,압구정동,"4,329",1994,251,107.91,232,11680,45,,,2024,1,28
O,강남_9차_아파트,삼성동,"146,715",2004,0,132.06,154,11680,13,,,2024,3,8
,강남_6차_아파트,청담동,"2,652",2022,137,70.94,261,11680,30,,,2024,2,7
,아이파크,압구정동,"66,164",1993,0,70.89,255,11680,18,,,2024,3,24
,강남_5차_아파트,대치동,"3,347",1997,191,92.16,707,11680,32,,,2024,3,16
O,강남_2차_아파트,청담동,"99,646",1996,0,71.2,264,11680,11,O,20240222,2024,2,22
,강남_7차_아파트,삼성동,"2,718",1987,298,75.59,929,11680,42,,,2024,3,26
,강남_5차_아파트,삼성동,"4,582",1998,63,136.33,991,11680,39,,,2024,2,26
,강남_3차_아파트,압구정동,"58,478",1986,0,97.51,135,11680,28,O,20240123,2024,1,23
,강남_8차_아파트,삼성동,"1,002",2000,95,131.88,631,11680,38,,,2024,1,23
,강남_3차_아파트,삼성동,"1,946",1984,122,138.74,847,11680,1,,,2024,2,13
O,강남_9차_아파트,역삼동,"84,867",2008,0,115.15,617,11680,17,O,20240110,2024,1,10
,강남_6차_아파트,역삼동,"3,561",1984,205,107.07,636,11680,6,,,2024,3,23
O,강남_8차_아파트,대치동,"4,270",2018,224,120.5,541,11680,15,,,2024,3,18
O,강남_7차_아파트,역삼동,"36,371",1990,0,107.05,938,11680,23,,,2024,1,1
O,타워팰리스,청담동,"2,289",1988,74,82.6,906,11680,43,,,2024,1,12
O,강남_9차_아파트,삼성동,"128,255",1993,0,105.72,520,11680,19,,,2024,3,26
,강남_9차_아파트,대치동,"72,773",1999,0,111.98,246,11680,7,,,2024,2,1
O,강남_2차_아파트,역삼동,"40,736",1989,0,60.63,522,11680,9,O,20240308,2024,3,8
X,강남_6차_아파트,삼성동,"124,669",2021,0,88.76,711,11680,27,,,2024,2,2
,아이파크,대치동,"93,145",2011,0,67.66,614,11680,21,,,2024,3,21
O,강남_5차_아파트,삼성동,"136,851",1985,0,65.31,393,11680,23,,,2024,1,21
,아이파크,압구정동,"114,105",1989,0,123.08,428,11680,1,,,2024,1,23
X,아이파크,역삼동,"105,285",1992,0,146.85,407,11680,5,,,2024,1,19
,강남_5차_아파트,압구정동,"2,763",1992,276,92.67,370,11680,26,,,2024,1,14
X,강남_1차_아파트,역삼동,"93,729",2002,0,66.57,222,11680,5,,,2024,3,22
X,아이파크,대치동,"113,114",1988,0,63.82,117,11680,44,,,2024,2,9
O,강남_8차_아파트,압구정동,"141,434",2020,0,68.6,613,11680,7,,,2024,1,28
,강남_4차_아파트,대치동,"66,890",2009,0,124.82,168,11680,43,,,2024,1,20
X,강남_4차_아파트,압구정동,"1,665",2011,269,76.37,997,11680,43,,,2024,2,26
O,강남_3차_아파트,압구정동,"1,808",2008,69,62.56,554,11680,27,,,2024,3,7
O,아이파크,청담동,"137,188",1993,0,87.0,839,11680,14,,,2024,1,17
X,강남_1차_아파트,압구정동,"58,946",2005,0,135.27,508,11680,43,,,2024,3,22
X,강남_3차_아파트,역삼동,"107,835",2001,0,53.15,120,11680,33,,,2024,1,21
,래미안,청담동,"111,524",2016,0,61.11,209,11680,39,,,2024,3,16
O,아이파크,청담동,"4,896",2014,108,80.97,952,11680,9,,,2024,2,13
O,강남_8차_아파트,압구정동,"81,513",1996,0,56.64,157,11680,9,,,2024,1,10
O,강남_3차_아파트,대치동,"63,071",2018,0,58.56,270,11680,25,,,2024,2,16
X,타워팰리스,청담동,"1,787",2000,195,147.6,285,11680,25,,,2024,1,6
X,강남_5차_아파트,대치동,"82,008",2007,0,141.91,431,11680,27,,,2024,2,28
X,강남_5차_아파트,청담동,"3,925",2020,222,110.63,617,11680,27,,,2024,2,24
,강남_8차_아파트,대치동,"106,749",2018,0,76.12,986,11680,3,,,2024,2,12
,강남_7차_아파트,청담동,"145,901",2007,0,92.86,924,11680,13,,,2024,1,28
,래미안,삼성동,"92,122",2019,0,140.76,482,11680,8,,,2024,1,8
,강남_6차_아파트,압구정동,"69,643",1999,0,116.01,937,11680,33,,,2024,2,21
X,강남_4차_아파트,삼성동,"3,263",2018,51,56.67,908,11680,4,,,2024,2,2
X,강남_6차_아파트,청담동,"131,629",2018,0,85.73,374,11680,39,,,2024,1,6
X,강남_6차_아파트,삼성동,"102,423",1998,0,98.7,939,11680,17,,,2024,1,23
O,강남_4차_아파트,청담동,"1,837",1990,191,85.27,347,11680,42,O,20240116,2024,1,16
,강남_1차_아파트,압구정동,"33,234",2019,0,114.23,856,11680,7,,,2024,2,18
X,강남_8차_아파트,청담동,"66,454",1996,0,138.78,975,11680,15,,,2024,3,15
O,강남_9차_아파트,대치동,"148,910",2001,0,87.2,133,11680,23,,,2024,3,4
,래미안,삼성동,"97,135",2013,0,115.56,949,11680,17,,,2024,2,27
,강남_2차_아파트,대치동,"4,272",2016,199,85.57,747,11680,36,O,20240119,2024,1,19
,아이파크,압구정동,"105,016",1986,0,119.44,515,11680,11,,,2024,2,2
X,래미안,역삼동,"135,925",2022,0,98.33,546,11680,31,,,2024,1,25
O,강남_4차_아파트,역삼동,"2,545",2008,281,63.45,920,11680,7,,,2024,3,11
X,강남_1차_아파트,대치동,"1,976",1989,257,128.78,569,11680,9,,,2024,2,24
X,래미안,청담동,"52,111",2002,0,119.51,133,11680,15,,,2024,1,16
O,타워팰리스,대치동,"135,840",1989,0,88.57,520,11680,33,,,2024,1,17
X,강남_5차_아파트,삼성동,"57,042",2010,0,102.44,966,11680,26,O,20240222,2024,2,22
O,래미안,역삼동,"144,751",1981,0,141.54,712,11680,4,,,2024,2,23
O,강남_8차_아파트,대치동,"57,964",2009,0,88.94,575,11680,9,,,2024,1,20
,강남_8차_아파트,대치동,"3,914",2006,171,79.47,908,11680,25,,,2024,1,1
X,강남_1차_아파트,압구정동,"2,595",1989,187,71.41,633,11680,3,O,20240101,2024,1,1
,강남_7차_아파트,역삼동,"3,866",1991,270,131.26,884,11680,9,,,2024,1,7
,강남_4차_아파트,역삼동,"64,357",1980,0,105.17,536,11680,32,,,2024,1,2
,래미안,삼성동,"54,258",2015,0,82.24,898,11680,25,,,2024,1,23
,강남_2차_아파트,압구정동,"139,523",2003,0,74.42,983,11680,41,O,20240313,2024,3,13
X,강남_9차_아파트,삼성동,"142,702",2023,0,58.11,112,11680,18,,,2024,3,27
X,강남_9차_아파트,역삼동,"43,143",1982,0,128.04,600,11680,6,,,2024,3,15
X,강남_8차_아파트,역삼동,"4,880",1986,166,65.89,995,11680,36,,,2024,1,24
X,강남_7차_아파트,청담동,"4,467",2002,95,137.54,220,11680,6,,,2024,1,3
,강남_3차_아파트,대치동,"79,613",1984,0,113.37,578,11680,7,,,2024,2,19
X,타워팰리스,청담동,"134,377",2000,0,78.95,700,11680,40,,,2024,2,7
O,강남_9차_아파트,대치동,"136,951",1995,0,83.67,292,11680,13,,,2024,2,22
O,강남_7차_아파트,압구정동,"2,513",2001,163,118.82,861,11680,24,,,2024,3,15
,강남_1차_아파트,압구정동,"1,471",1994,199,131.17,540,11680,11,,,2024,3,4
O,타워팰리스,삼성동,"54,222",1980,0,57.41,147,11680,37,,,2024,2,24
O,강남_6차_아파트,압구정동,"58,625",1980,0,88.69,455,11680,18,,,2024,1,9
,강남_2차_아파트,삼성동,"3,591",2012,278,112.65,614,11680,44,,,2024,2,2
O,강남_3차_아파트,대치동,"4,150",2009,105,99.13,817,11680,19,,,2024,1,3
,강남_3차_아파트,청담동,"62,435",2021,0,67.7,354,11680,1,,,2024,1,9
X,강남_9차_아파트,압구정동,"41,203",1991,0,120.7,968,11680,42,,,2024,3,26
